2022-12-20 00:14:22.410 +01:00 [WRN] Get Account OK
2022-12-20 00:24:35.762 +01:00 [WRN] Get Account OK
2022-12-20 00:26:49.077 +01:00 [WRN] Get Account OK
2022-12-20 00:28:09.465 +01:00 [WRN] MarginCoin, started!
2022-12-20 00:28:17.973 +01:00 [WRN] Get Account OK
2022-12-20 00:29:12.847 +01:00 [WRN] Get Account OK
2022-12-20 00:30:23.383 +01:00 [WRN] Get Account OK
2022-12-20 00:36:18.398 +01:00 [WRN] Get Account OK
2022-12-20 00:36:21.238 +01:00 [WRN] Get Account OK
2022-12-20 00:39:33.870 +01:00 [WRN] Get Account OK
2022-12-20 00:39:45.001 +01:00 [WRN] Get Account OK
2022-12-20 00:44:38.342 +01:00 [WRN] Get Account OK
2022-12-20 10:50:33.092 +01:00 [WRN] Get Account OK
2022-12-20 10:56:17.078 +01:00 [WRN] Get Account OK
2022-12-20 10:58:03.573 +01:00 [WRN] Get Account OK
2022-12-20 10:58:35.316 +01:00 [WRN] Get Account OK
2022-12-20 10:59:21.084 +01:00 [WRN] Get Account OK
2022-12-20 11:00:16.992 +01:00 [WRN] Get Account OK
2022-12-20 11:01:28.263 +01:00 [WRN] Get Account OK
2022-12-20 11:01:55.394 +01:00 [WRN] Get Account OK
2022-12-20 11:02:05.333 +01:00 [WRN] Get Account OK
2022-12-20 11:02:28.806 +01:00 [WRN] MarginCoin, started!
2022-12-20 11:02:35.645 +01:00 [WRN] Get Account OK
2022-12-20 11:02:59.696 +01:00 [WRN] Get Account OK
2022-12-20 11:03:20.250 +01:00 [WRN] Get Account OK
2022-12-20 11:04:06.518 +01:00 [WRN] Get Account OK
2022-12-20 11:04:58.449 +01:00 [WRN] Get Account OK
2022-12-20 11:05:32.975 +01:00 [WRN] Get Account OK
2022-12-20 11:08:16.381 +01:00 [WRN] Get Account OK
2022-12-20 11:09:55.739 +01:00 [WRN] Get Account OK
2022-12-20 11:10:35.978 +01:00 [WRN] Get Account OK
2022-12-20 11:11:41.075 +01:00 [WRN] Get Account OK
2022-12-20 11:12:41.106 +01:00 [WRN] Get Account OK
2022-12-20 11:13:12.442 +01:00 [WRN] Get Account OK
2022-12-20 11:14:31.491 +01:00 [WRN] Get Account OK
2022-12-20 11:15:31.804 +01:00 [WRN] Get Account OK
2022-12-20 11:17:04.678 +01:00 [WRN] Get Account OK
2022-12-20 11:19:25.575 +01:00 [WRN] Get Account OK
2022-12-20 11:36:34.384 +01:00 [WRN] Get Account OK
2022-12-20 11:37:14.569 +01:00 [WRN] Get Account OK
2022-12-20 11:37:46.065 +01:00 [WRN] Get Account OK
2022-12-20 11:38:26.484 +01:00 [WRN] Get Account OK
2022-12-20 11:38:45.969 +01:00 [WRN] Get Account OK
2022-12-20 11:38:52.317 +01:00 [WRN] Get Account OK
2022-12-20 11:39:14.845 +01:00 [WRN] Get Account OK
2022-12-20 11:40:25.810 +01:00 [WRN] Get Account OK
2022-12-20 11:42:07.723 +01:00 [WRN] Get Account OK
2022-12-20 11:47:49.195 +01:00 [WRN] Get Account OK
2022-12-20 12:19:35.014 +01:00 [WRN] MarginCoin, started!
2022-12-20 12:19:42.415 +01:00 [WRN] Get Account OK
2022-12-20 12:19:46.910 +01:00 [WRN] Get Account OK
2022-12-20 12:19:48.422 +01:00 [WRN] Start trading market...
2022-12-20 13:00:33.454 +01:00 [WRN] Call BuyMarket BNBUSDT OK
2022-12-20 13:00:35.436 +01:00 [WRN] Get Account OK
2022-12-20 13:30:03.152 +01:00 [WRN] Call SellMarket BNBUSDT OK
2022-12-20 13:30:10.440 +01:00 [WRN] Get Account OK
2022-12-20 14:08:05.526 +01:00 [WRN] Call BuyMarket TRXUSDT BadRequest
2022-12-20 14:08:06.141 +01:00 [WRN] Call BuyMarket TRXUSDT BadRequest
2022-12-20 14:08:06.141 +01:00 [WRN] Call BuyMarket TRXUSDT Locked
2022-12-20 14:08:06.721 +01:00 [WRN] Call BuyMarket TRXUSDT BadRequest
2022-12-20 14:08:06.721 +01:00 [WRN] Call BuyMarket TRXUSDT Locked
2022-12-20 14:08:07.819 +01:00 [WRN] Call BuyMarket TRXUSDT BadRequest
2022-12-20 14:08:08.390 +01:00 [WRN] Call BuyMarket TRXUSDT BadRequest
2022-12-20 14:08:08.390 +01:00 [WRN] Call BuyMarket TRXUSDT Locked
2022-12-20 14:08:09.521 +01:00 [WRN] Call BuyMarket TRXUSDT BadRequest
2022-12-20 14:08:09.521 +01:00 [WRN] Call BuyMarket TRXUSDT Locked
2022-12-20 14:08:10.100 +01:00 [WRN] Call BuyMarket TRXUSDT BadRequest
2022-12-20 14:08:10.724 +01:00 [WRN] Call BuyMarket TRXUSDT BadRequest
2022-12-20 14:08:10.724 +01:00 [WRN] Call BuyMarket TRXUSDT Locked
2022-12-20 14:08:11.272 +01:00 [WRN] Call BuyMarket TRXUSDT BadRequest
2022-12-20 14:08:11.272 +01:00 [WRN] Call BuyMarket TRXUSDT Locked
2022-12-20 14:08:11.874 +01:00 [WRN] Call BuyMarket TRXUSDT BadRequest
2022-12-20 14:08:12.485 +01:00 [WRN] Call BuyMarket TRXUSDT BadRequest
2022-12-20 14:08:12.485 +01:00 [WRN] Call BuyMarket TRXUSDT Locked
2022-12-20 14:08:13.105 +01:00 [WRN] Call BuyMarket TRXUSDT BadRequest
2022-12-20 14:08:13.105 +01:00 [WRN] Call BuyMarket TRXUSDT Locked
2022-12-20 14:08:13.820 +01:00 [WRN] Call BuyMarket TRXUSDT BadRequest
2022-12-20 14:08:14.434 +01:00 [WRN] Call BuyMarket TRXUSDT BadRequest
2022-12-20 14:08:14.434 +01:00 [WRN] Call BuyMarket TRXUSDT Locked
2022-12-20 14:08:15.049 +01:00 [WRN] Call BuyMarket TRXUSDT BadRequest
2022-12-20 14:08:15.049 +01:00 [WRN] Call BuyMarket TRXUSDT Locked
2022-12-20 14:08:15.631 +01:00 [WRN] Call BuyMarket TRXUSDT BadRequest
2022-12-20 14:08:16.186 +01:00 [WRN] Call BuyMarket TRXUSDT BadRequest
2022-12-20 14:08:16.187 +01:00 [WRN] Call BuyMarket TRXUSDT Locked
2022-12-20 14:08:16.758 +01:00 [WRN] Call BuyMarket TRXUSDT BadRequest
2022-12-20 14:08:16.759 +01:00 [WRN] Call BuyMarket TRXUSDT Locked
2022-12-20 14:08:17.407 +01:00 [WRN] Call BuyMarket TRXUSDT BadRequest
2022-12-20 14:08:17.985 +01:00 [WRN] Call BuyMarket TRXUSDT BadRequest
2022-12-20 14:08:17.985 +01:00 [WRN] Call BuyMarket TRXUSDT Locked
